MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,Year Remod/Add Cats,Low Qual SF Cat,Garage Yr Blt Class,Porch Cat,Screen Porch Cat
20,RL,70.0,9926,Pave,None,IR,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3.0,878.0,TA,TA,Y,100,38,0,Non,5,2007,WD ,12.41186655850927,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,RL,50.0,8012,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,TA,Attchd,RFn,1.0,283.0,TA,TA,Y,340,0,0,MnPrv,7,2007,WD ,11.759785542901755,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,80.0,10240,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,878.0,TA,TA,Y,192,52,0,Non,3,2006,WD ,12.526342907575106,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,10762,Pave,None,IR,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,Fin,2.0,490.0,TA,TA,Y,0,0,0,Non,5,2009,WD ,12.323855681186558,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
80,RL,80.0,8000,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,0,GdWo,7,2009,WD ,11.835008964139341,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,ImStucc,HasMasVnr,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,Non,3,2010,WD ,11.385092093460344,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,105.0,13693,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,694.0,TA,TA,Y,414,84,0,Non,3,2007,WD ,12.84792653170257,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,FV,85.0,10625,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,1660,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,660.0,TA,TA,Y,133,120,0,Non,6,2008,WD ,12.4529327234617,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,60.0,7200,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,TA,Y,SBrkr,900,0,900,0.0,1.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,222,32,0,Non,5,2010,WD ,11.811547477460344,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
160,RM,24.0,1612,Pave,None,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,154,0,0,MnPrv,7,2009,WD ,11.703545824578878,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,FV,84.0,10207,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,2.0,578.0,TA,TA,Y,144,105,0,Non,8,2007,New,12.336552511980964,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,64.0,10475,Pave,None,IR,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3.0,776.0,TA,TA,Y,160,33,0,Non,2,2010,WD ,12.41044104151805,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
90,RM,33.0,5976,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,N,Fuse,624,624,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,None,None,None,0.0,0.0,None,None,N,0,130,256,Non,12,2006,WD ,11.44571671527678,Blt/Remod>20 yrs,Finished,None,No3SeasonPorch,NoScreenPorch
30,RL,85.0,10625,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835,0,835,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Basment,Unf,1.0,366.0,Fa,TA,Y,0,0,77,Non,5,2010,COD,11.326595886778735,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,53107,Pave,None,IR,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079,874,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,Fin,2.0,501.0,TA,TA,Y,216,231,0,Non,6,2007,WD ,12.388394202324129,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
45,RM,40.0,5680,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,592.0,592.0,GasA,TA,N,Fuse,933,240,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,None,Detchd,Unf,1.0,240.0,TA,Fa,Y,0,25,77,MnPrv,9,2007,WD ,11.635143097694478,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,66.0,12400,Pave,None,IR,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,Wd Sdng,HasMasVnr,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,TA,Y,Fuse,1215,0,1215,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,1.0,297.0,TA,TA,Y,0,0,0,Non,6,2009,WD ,11.951180395901384,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
20,RL,65.0,6768,Pave,None,IR,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,Gd,Y,SBrkr,912,0,912,1.0,1.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,Unf,1.0,288.0,TA,TA,Y,168,0,0,GdPrv,5,2008,WD ,11.863582336583399,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
45,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,180.0,TA,TA,Y,0,0,105,Non,1,2009,WD ,11.686878772093667,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RL,75.0,12508,Pave,None,IR,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983,767,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,None,Attchd,Unf,1.0,423.0,TA,TA,Y,245,0,156,Non,7,2008,WD ,11.982929094215963,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,62.0,7415,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,759.0,Unf,0.0,80.0,839.0,GasA,Ex,Y,SBrkr,864,729,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Fin,2.0,398.0,TA,TA,Y,100,75,0,Non,4,2008,WD ,12.170445467887022,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,88.0,11762,Pave,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,Ex,Y,SBrkr,1105,1097,2202,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,2.0,517.0,TA,TA,Y,0,65,0,Non,9,2007,WD ,12.479909311159902,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
20,RL,65.0,8767,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,400.0,TA,TA,Y,0,0,0,Non,7,2006,New,12.01364014498549,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,60.0,8190,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,216.0,948.0,GasA,Ex,Y,SBrkr,948,0,948,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Detchd,Unf,1.0,280.0,TA,TA,Y,0,36,0,Non,10,2007,WD ,11.686878772093667,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,FV,75.0,7500,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,1448,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,692.0,TA,TA,Y,0,140,0,Non,6,2009,WD ,12.382124589310534,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,62.0,70761,Pave,None,IR,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,Gable,NonCompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2.0,576.0,TA,TA,Y,200,54,0,Non,12,2006,WD ,12.542544882151386,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,FV,32.0,3784,Pave,Pave,IR,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,1565,1.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,Fin,2.0,476.0,TA,TA,Y,0,120,0,Non,2,2007,New,12.174581978438804,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
120,RM,44.0,4224,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,TA,Y,SBrkr,1060,0,1060,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,572.0,TA,TA,Y,100,110,0,Non,6,2007,WD ,11.77452020265869,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,57.0,9245,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,Y,SBrkr,990,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,0,0,0,Non,2,2008,WD ,11.884489021402711,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,14781,Pave,None,IR,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1787,0,1787,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3.0,748.0,TA,TA,Y,198,150,0,Non,8,2006,WD ,12.524526376648708,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
90,RL,60.0,8544,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,Non,Non,Non,Non,0.0,Non,0.0,0.0,0.0,Wall,Fa,N,Fuse,1040,0,1040,0.0,0.0,2,0,2,2,TA,6,Typ,0,None,Detchd,Unf,2.0,400.0,TA,Fa,Y,0,0,0,Non,12,2006,WD ,11.307130551990632,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,62.0,7440,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,TA,Y,SBrkr,1089,0,1089,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,RFn,1.0,252.0,TA,TA,P,328,0,0,MnPrv,9,2009,WD ,11.736069016284437,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RM,62.0,7404,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,861.0,861.0,GasA,TA,Y,SBrkr,861,0,861,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2.0,288.0,TA,TA,N,0,0,128,Non,11,2009,Oth,11.289781913656018,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
30,RL,67.0,4853,Pave,None,Reg,Bnk,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,Gable,CompShg,MetalSd,VinylSd,HasMasVnr,203.0,TA,TA,BrkTil,TA,TA,Mn,Rec,133.0,Unf,0.0,974.0,1107.0,GasA,Fa,N,Fuse,1296,0,1296,0.0,0.0,2,0,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1.0,260.0,TA,TA,Y,0,0,36,MnPrv,5,2010,WD ,11.55214617812351,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,59.0,10593,Pave,None,IR,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,527.0,TA,TA,Y,240,56,154,Non,3,2010,WD ,12.46997418931655,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,78.0,12090,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,Gable,CompShg,MetalSd,MetalSd,HasMasVnr,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,Unf,0.0,404.0,725.0,GasA,Ex,Y,SBrkr,725,754,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,167,72,0,Non,3,2007,WD ,12.078239274020289,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,11677,Pave,None,IR,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,442.0,TA,TA,CBlock,TA,TA,Av,Rec,249.0,BLQ,761.0,30.0,1040.0,GasA,TA,Y,SBrkr,1040,0,1040,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,RFn,1.0,264.0,TA,TA,Y,0,90,0,MnPrv,2,2007,WD ,11.719939634354555,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,11000,Pave,None,Reg,Lvl,FR,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1519.0,1519.0,GasA,Ex,Y,SBrkr,1533,639,2172,0.0,0.0,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,RFn,3.0,687.0,TA,TA,Y,162,153,0,Non,6,2008,WD ,12.581078546153629,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,50.0,8000,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972,0,972,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,Non,5,2009,WD ,11.790557201568507,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,51.0,8029,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,Fin,2.0,400.0,TA,TA,Y,100,24,0,Non,7,2008,WD ,12.078239274020289,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,13495,Pave,None,IR,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Gable,CompShg,Wd Sdng,Wd Sdng,HasMasVnr,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,1728,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,0,99,0,Non,7,2009,WD ,12.087429865399402,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RL,60.0,9738,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,784.0,GasA,Gd,Y,SBrkr,949,272,1221,1.0,0.0,1,0,4,1,TA,7,Typ,0,None,Attchd,Unf,1.0,392.0,TA,TA,Y,0,0,236,Non,3,2006,WD ,11.560762794384388,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,68.0,9272,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,515.0,TA,TA,Y,140,85,0,Non,6,2006,WD ,12.185869938212655,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,48.0,7841,Pave,None,IR,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,1577,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,564.0,TA,TA,Y,203,39,0,Non,5,2007,WD ,12.542544882151386,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
80,RL,0.0,8530,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,HasMasVnr,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,1474,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,400.0,TA,TA,Y,120,72,0,Non,5,2009,WD ,12.034691028774553,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,13041,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Gd,Y,SBrkr,781,890,1671,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,423.0,TA,TA,Y,0,84,0,Non,2,2006,WD ,12.043553716032399,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
